index,title,score
1,人工智能创新项目设计,0.9406367666665152
2,用Python学人工智能,0.9013984357947894
3,用Python学人工智能, 0.9013984357947894
4,人工智能与信息社会,0.9035454265183466
5,网页设计客户端技术,0.8819561370047676
6,前端技术开发,0.921636792855681
7,云计算技术与应用,0.8880223370656988
8,计算广告学——智能营销与计算广告,0.8820796097307291
