id,video_title,score
84,计算机程序设计（C++）,0.8674954334672851
85,面向对象C++程序设计,0.7979664279932261
86,大学计算机,0.8783389463553594
87,数据结构,0.837297127450541
88,数据库系统（上）：模型与语言,0.891983074592243
89,数字图像处理,0.8210467228625693
90,现代科学运算—MATLAB语言与应用,0.8517379692464689
91,计算机系统基础（二）：程序的执行和存储访问,0.8947628125786699
92,现代数字电子技术基础,0.7720223988753528
93,C#程序设计,0.674282118265943
94,C程序设计,0.7924187435038396
95,数学实验,0.838833123595483
96,数字逻辑设计及应用,0.8586134396611759
97,数据结构,0.8750840830159042
98,操作系统,0.8181116256477733
99,嵌入式系统及应用,0.8204623857672085
100,Java程序设计,0.86564618228823
101,零基础学Java语言,0.8963503994881117
102,王道零基础入门Java工程师,0.5
103,Java零基础速成，限时免费，进群答疑！,0.9700990808320323
104,Java程序设计,0.7816981680377
105,Java核心技术,0.8686319373771356
106,Java程序设计,0.9475279202057015
116,【Java直播第四期】编程小白如何拿下高薪offer,0.8996440274657942
107,Java程序设计,0.7726439623707513
108,Java程序设计,0.8764157319236264
109,Java程序设计,0.8949246581869117
110,Java Web开发基础,0.8548177669532453
111,Java应用开发基础,0.8627536535039415
112,Java核心技术(进阶),0.8963504899346403
113,Java基础,0.6808866800057034
114,Java核心技术(高阶),0.8470496051253532
115,Java语言程序设计,0.816202637492081
117,数据结构（Java版）,0.9063962344059854
118,JAVA语言程序设计,0.7441029412556595
119,Java语言程序设计,0.8900527272199561
120,Java Web应用开发,0.8389857849664396
121,Java程序设计,0.8919307798275373
120,Java Web应用开发,0.8282720204048646
121,Java程序设计,0.8919307798275373
122,JAVA程序设计,0.8101173378541429
123,零基础学Java,0.8707575415237713
124,Java程序设计,0.8168734965756722
125,Java面向对象程序设计,0.8618748998691533
126,Java程序设计,0.5862242270794712
127,Java程序设计,0.8356562020765159
128,Java Web开发技术,0.9047031150119487
129,Java程序设计,0.8447170502344189
130,Java程序设计,0.9420737714027155
131,Java项目实战,0.7102332160231893
132,基于Java的面向对象编程范式,0.8613607825994161
133,Java面向对象程序设计,0.8306634448535214
134,Java Web应用开发,0.7641870935108357
136,数据结构（Java语言描述）,0.8128046211443767
137,JAVA程序设计,0.9145320398112667
138,Java核心技术,0.7668959096922203
139,Java程序设计（一）,0.8266794158851501
140,Java Web应用程序开发,0.8698204088414967
141,Java程序设计(二),0.8257489025890784
142,Fundamental of Java Programming,0.5216407525379817
143,面向对象程序设计——Java语言,0.8816311064320297
144,Java程序设计,0.8533475307111921
145,Java程序设计,0.7081426989310853
146,面向对象程序设计（C++和Java）,0.8421825384442845
147,Java面向对象程序设计,0.7664061174935087
148,JAVA语言程序设计,0.7309993351543889
149,应用程序开发基础（Java）,0.5
151,数据结构,0.8906520456181393
152,c#程序设计,0.8570804381212727
153,大数据技术原理与应用,0.8755233777019207
154,C语言程序设计精髓,0.8285082845843276
155,云计算技术与应用,0.8880223370656988
156,软件测试与质量,0.835484405220797
157,数据结构与算法,0.8909434831221482
158,数据库系统原理,0.8937307907387103
159,软件工程,0.8554768376855415
171,C语言程序设计进阶,0.8661223443161631
172,Spark编程基础,0.8772719940958893
173,数据结构,0.8356988359662285
174,计算机程序设计基础,0.7798104877067283
175,软件测试,0.8069151323557402
176,ERP系统原理,0.5
177,软件项目管理,0.8405803596533711
178,Python 语言程序设计,0.8416476191949085
179,零基础学Python人工智能,0.8181265391206956
191,面向对象程序设计,0.6851021459369318
192,深度学习应用开发-TensorFlow实践,0.8989885094450327
193,软件开发实训—动态网站开发,0.8566404849648678
194,软件工程概论,0.8664499066885122
195,MySQL数据库技术,0.9298115918065618
196,数据结构,0.8048742488457219
197,网页制作（HTML5+CSS3）,0.7958100448065447
198,大数据中的R语言编程,0.8536180475720141
199,C语言程序设计,0.8194159046747931
200,软件测试,0.7370624928904416
201,交通数据挖掘技术（Data Mining for Transportation）,0.721459741437255
202,面向对象程序设计,0.7434248993331986
203,SQL数据库设计,0.871125158258651
204,一刻钟学会：游戏开发基础,0.8672277402922431
205,python+,0.8542693432331311
206,信息系统与数据库技术,0.8772746430167639
207,数据结构,0.8897821208677731
208,编译技术,0.79792152143136
209,JSP开发应用,0.8327839402808983
210,互动媒体设计,0.8653039197239034
211,软件构造,0.810817950330643
212,算法设计与问题求解,0.831532271328642
213,C语言程序设计,0.8799346320189603
214,移动设备程序开发,0.7834083013722177
215,软件测试技术,0.818512551987058
216,软件测试管理与实践,0.8122530859789665
217,数据库管理与应用,0.7112947442396909
218,程序设计基础,0.7987816541735281
219,移动应用开发,0.8400869429713008
220,程序设计语言基础,0.7241791556471148
221,软件测试,0.7945207311918072
222,面向对象程序设计,0.8228560835736557
223,数据结构,0.749229851320694
224,大学计算机,0.8101435318641825
225,算法分析与设计,0.8560906632758428
226,软件测试基础,0.8451908529100759
227,面向对象程序设计,0.8860881500726515
228,Android应用开发,0.8547530069210936
229,Android移动开发案例教程,0.814021800264488
230,JSP应用开发,0.8194523635566657
231,面向对象编程与设计,0.8327430585909794
232,软件质量保证与测试,0.7329563126064224
233,移动APP开发基础,0.7881799698374975
234,数据库系统原理,0.9104764724622146
235,C语言程序设计,0.7117132294088792
236,移动终端应用开发,0.8447945638316948
237,JavaEE技术与实践,0.7830485743520019
238,C++与面向对象程序设计,0.7842489478319729
239,可视化程序设计,0.8227654373868241
276,Web前端技术,0.975281750073211
275,面向对象程序设计,0.689729699585355
279,数字媒体特效,0.9006462077029226
280,Web前端设计基础,0.8270538063908143
281,Java核心技术,0.7825956690858803
282,Blockly 创意趣味编程,0.8724940380172558
283,网页设计与制作,0.8040080832261426
286,web前端开发基础,0.8335157971236964
239,网页设计与制作,0.842345207121697
240,Java Web开发基础,0.8556727495242169
241,网页制作基础及HTML,0.8380416042855962
242,网页设计与制作,0.8253966680477441
243,Web前端设计,0.6240979141688342
244,大学计算机—计算思维与网络素养,0.6989026822452007
245,Java Web应用开发,0.8399433719296217
246,B/S前端技术基础,0.799589739768658
247,新媒体编创,0.8862415997046312
248,移动应用程序开发,0.8500861197839837
249,Web信息系统应用开发,0.8661607304167213
250,Java Web应用程序开发,0.8711800426975316
251,ASP.NET动态网站设计与开发,0.8142463665182107
252,计算思维与创新创业,0.8681896433562295
253,TensorFlow 入门实操课程,0.8504518042412694
254,JavaEE技术与实践,0.793935057980925
255,前端技术开发,0.921636792855681
256,互动图形基础,0.8995684248157522
257,客户端应用程序开发,0.7957259520296873
258,数据可视化,0.8452370622025543
259,JavaScript及框架应用,0.7718976871488328
260,Python网络爬虫与信息提取,0.8840498077158834
261,Web前端开发,0.8652992122345494
262,网页设计基础,0.8582479295562773
263,Java核心技术,0.8697911573059945
264,Java核心技术(进阶),0.8989928265342045
265,Web编程技术,0.8079583809889798
266,动态几何画板Geogebra教学应用,0.9237996793633917
267,微信小程序开发从入门到实践,0.8381989590125187
268,Web GIS原理与应用,0.8586865010588371
269,Web网站开发,0.8148435077972624
270,微信小程序开发,0.8720523524642066
271,数据新闻可视化,0.881793725846457
272,HTML5网页前端设计,0.8899864217189123
273,软件开发实训—动态网站开发,0.8598826711918208
274,玩转数字媒体技术,0.9298271643129543
277,网页设计客户端技术,0.8819561370047676
278,网页设计,0.771037778337757
284,Web应用开发,0.7989821055729538
285,HTML5网页设计,0.8141057315309717
160,Python语言程序设计,0.8971180728820017
161,Python数据分析与展示,0.8832955371975575
287,Python网络爬虫与信息提取,0.8840498077158834
288,python+,0.855135527446415
289,用Python玩转数据,0.8849093293956943
290,Python编程基础,0.8915744011790341
291,30天快速上手Python数据分析,0.9169609701070726
292,Python数据分析免费公开课（进群答疑）,0.9169666143766417
293,Python程序设计,0.8538199974258796
294,Python语言基础与应用,0.9167545411203963
295,零基础轻松学Python,0.33174894570198743
296,乐学Python,0.7940857842377644
297,Python科学计算三维可视化,0.8470113917932378
298,Python 100 One by One,0.8127742757149973
299,小白学Python,0.8385081391984145
300,数据挖掘与python实践,0.8463729862685095
301,Python程序设计,0.9013112166916802
302,Python编程基础,0.7326777312552984
303,数据结构与算法Python版,0.874644032366512
304,Python游戏开发入门,0.8708838118458881
305,数据可视化—基于Python的应用,0.7614010407607602
306,Python语言程序设计,0.8013360319261958
307,Python程序设计,0.871421711045334
308,Python机器学习应用,0.8479453839981165
309,Python 开发与应用,0.981967130474743
310,实用Python程序设计,0.9211808978272876
311,Python机器学习——解“码”人工智能,0.8358653687183238
312,高级语言程序设计（Python）,0.8355224406647911
313,Python 语言程序设计,0.8425660267733897
314,Python编程基础,0.9381055586637921
315,Python程序设计,0.8852782701554461
316,Python程序设计基础,0.8171382873505559
317,Python语言程序设计,0.9570152144637027
318,Python程序设计及应用（上）,0.8343700688329652
319,Python网络爬虫程序技术,0.8798137824382184
320,Python编程基础,0.8557557339040764
321,零基础学Python语言CAP,0.8176530960456896
322,Python语言程序设计基础,0.8711199378695612
330,Python云端系统开发入门,0.8614840630545569
323,Python编程快速入门,0.9837226457185744
324,用Python学人工智能,0.9013984357947894
325,用Python学人工智能,0.9013984357947894
326,Python大数据分析,0.8804083507039616
327,Python数据爬取与可视化,0.8859533803759083
328,Python 程序设计,0.8122120712154673
329,大学计算机--Python算法实践,0.8337918277756343
331,Python语言程序设计,0.889516636568299
332,零基础学Python人工智能,0.824754175352377
333,计算机算法与程序设计(python),0.859845706250678
334,高级语言程序设计（Python）CAP,0.840308393915874
335,高级语言程序设计（Python）CAP,0.8403083939158738
336,片上系统开发与Python实践,0.6608186516251047
337,Python与机器学习初步,0.7938871775927936
338,python程序设计——从基础到应用,0.7506824091845842
339,The Fundamentals of Python Programming,0.9195472335371169
340,Python程序设计基础,0.8310239900000909
341,Python程序设计,0.8276211788832093
342,Data Processing Using Python,0.70486224319898
343,Java程序设计,0.8658629257276416
344,c#程序设计,0.8577792256714122
345,大学计算机基础,0.9074045812623698
346,计量经济学,0.8599583376113656
347,计算机图形学,0.9013386263784258
348,网络信息计量与评价,0.897245464449008
349,数据结构与算法,0.8938393607749051
350,数据库系统原理,0.8958823251143319
351,大学信息技术基础,0.8646134411207874
352,计算机专业导论,0.8875272293896916
353,神经网络与深度学习——TensorFlow实践,0.8983636173113656
354,深度学习及其应用,0.9378454716423807
356,算法设计与分析,0.8779377006880918
357,Office高级应用,0.8512594474650778
358,操作系统及Linux内核,0.5
359,大学计算机基础,0.7747867069162676
360,纺织服装专业人工智能技术导论,0.5
361,深度学习基础,0.9050837516688942
362,跟我学编程,0.8205331245495402
363,C++程序设计基础,0.8572653434843848
364,大学计算机——医学计算基础,0.8027672240450564
365,C++程序设计（面向对象进阶）,0.8587662551813207
366,Java核心技术(进阶),0.8963504899346403
367,Spark编程基础,0.8772719940958893
368,信息分析,0.8996072359628973
369,数据结构,0.8356988359662285
370,大数据思维与技术,0.9534242320476951
371,计算广告学——智能营销与计算广告,0.8820796097307291
372,电子技术实习,0.8311576566010113
373,计算机网络系统,0.7963165823056113
374,数据科学基础（Matlab）,0.804524328297599
375,智能硬件创意制作,0.5655053142754747
376,遥感数字图像处理,0.9307441255432649
377,计算机科学基础,0.8552106492501524
378,零基础做毕业设计（Web开发与创新创业思维）,0.7923593359865572
379,信息系统安全与对抗实践,0.8046138249919083
380,无人驾驶车辆,0.855307353498423
381,微信小程序开发从入门到实践,0.8364908834619504
382,计算机导论,0.8364855266625781
383,数据结构与算法实战,0.8947087744202782
384,数据科学技术与应用,0.8140463526852383
385,智能交互技术,0.7917953441177492
386,深度学习应用开发-TensorFlow实践,0.8989885094450327
387,计算思维与程序设计基础,0.8273439617972745
388,统计学,0.8899150203373393
389,会计信息系统,0.8654211877413447
390,MySQL数据库技术,0.9296626359102138
391,数据结构,0.8048742488457219
392,人工智能实践：Tensorflow笔记,0.8745079567562767
393,大学计算机,0.7887657907527095
394,财税计量方法与应用,0.85034291889627
395,探索数据的奥秘,0.9110816776684167
396,大数据中的R语言编程,0.8536180475720141
397,人工智能与信息社会,0.9035454265183466
398,应用回归分析,0.8799559797806017
399,走进数据科学,0.8445224805450406
400,商务营运数据分析,0.8325386147913163
401,信息系统与数据库技术,0.8772746430167639
402,面向对象程序设计,0.7434248993331986
403,编译技术,0.79792152143136
404,大学计算机——计算思维之路,0.8119222798253135
405,算法设计与问题求解,0.831532271328642
406,设计心理学,0.8568777614175835
407,大学计算机,0.8231684782144847
408,C语言程序设计,0.8791965021495322
409,概率论与数理统计,0.9238284667324218
410,零基础学Linux操作系统,0.8705356104224308
411,大数据计算技术,0.8607103946195901
412,软件测试管理与实践,0.8122530859789665
413,如何做创客教育,0.9239624084092544
414,软件测试基础,0.8451908529100759
415,算法分析与设计,0.8560906632758428
416,数据结构,0.749229851320694
417,中国语言文学研究导论,0.8967302075605414
418,媒体大数据挖掘与案例实战,0.8948752148048698
419,数据科学基础,0.8472124274457348
420,数据库系统原理,0.9104764724622146
421,C语言程序设计,0.7117132294088792
422,TensorFlow 入门实操课程,0.8484718505449911
423,DIY智慧小屋—带你玩转物联网,0.8527131877435249
424,大学计算机——计算思维之路CAP,0.8626562565456699
425,区块链中的密码学,0.8405039762062391
426,信息与计算思维导论,0.8782166521464027
427,大数据与金融,0.9029158722681079
428,机器视觉与边缘计算应用,0.8755911030498176
429,统计学,0.8770962995861291
430,计算化学,0.859285475043694
431,信息技术基础,0.901020541969945
432,人工智能之深度学习,0.7695547692983081
433,大数据基础与应用,0.8822722854865779
434,数据可视化,0.8319587136563023
435,计算机应用实践,0.8072329099485615
438,数字信号处理,0.7988507511105177
436,程序设计基础,0.7859881279262445
437,数据可视化,0.7969316994633052
439,DevOps导论,0.8879941999945097
440,编译原理,0.7947443606232927
441,机器人操作系统入门,0.8404150258250166
442,数据科学与应用,0.8107780175907386
443,数据结构与算法,0.8029445990240207
444,人工智能创新项目设计,0.9406367666665152
445,Blockly 创意趣味编程,0.8638313859703429
446,组件地理信息系统,0.8806192728839386
447,科技与物理,0.6505313648514439
448,软件服务工程导论,0.7528826162753164
449,CPS技术与创客实践,0.8212125198572815
450,大学计算机基础,0.8052901530358226
451,软件测试与质量保证,0.7858741528273573
452,DIY Smart House：Follow Me to Study the Internet of Things,0.869421207129488
_id,id,video_url,video_face_url,video_title,video_intro,score
607d36d012a9021aa740b3aa,0,https://www.icourse163.org/course/None-1003296003?from=searchPage,http://nos.netease.com/edu-image/7f132d306fcf468e875bba8df83207bd.png,C语言不挂科-4小时学完C语言,"spContent=期末考试、期中考试、开学补考要考的内容，视频基本都讲了，只需4小时带你学完大学计算机{##C##}{##语言##}，做到考试不挂科，按照课程要求，做完作业考试也能考高分。猴博士,猴博士爱讲课 帮助大家顺利度过期末考试。",0.8173333724366848
607d36db12a9021aa740b3ab,1,https://www.icourse163.org/course/DUT-1001948002?from=searchPage,http://edu-image.nosdn.127.net/1E87C6110584C9C779D3902C27D69D71.jpg?imageView&thumbnail=426y240&quality=100,C语言程序设计,本课程将用最简明的语言、最典型的实例和通俗的讲解为你讲授程序设计的思想，以及利用{##C##}{##语言##}进行编写程序的方法，并将带领你逐步掌握通过编写程序解决生活中的实际问题的初步方法。,0.7933249519428128
607d36e612a9021aa740b3ac,2,https://www.icourse163.org/course/BIT-46004?from=searchPage,http://edu-image.nosdn.127.net/CBE2AB75BF5450085811FDFCB4E38870.jpg?imageView&thumbnail=426y240&quality=100,C语言程序设计(下),"【课程概述】指针是C语音的特色，也是{##C##}{##语言##}中最灵活的地方。如何学习指针呢？ {##C##}{##语言##}中指针就是地址。大家要掌握指向变量的指针，指向数组的指针，指向函数的指针，指向指针的指针,指针数组等。注意从定义和引用的形式上区分不同功能的指针，要理解指针与数组的关系，以及定义了指针之后，如何引用变量的值等具体问题，结构、联合与枚举都是{##C##}{##语言##}中的构造数据类型，是基本数据类型的某种组合。链表是指针、结构体的高级应用，也是{##C##}{##语言##}各阶段语法知识的综合体现。链表就是动态的数据结构。要掌握链表如何定义，如何建立简单的单向链表，以及学会编写链表中节点的插入、删除等基本操作。",0.8046903483366732
607d38e77260ce62b98a0407,4,https://www.icourse163.org/course/ZJU-199001?from=searchPage,http://img-ph-mirror.nosdn.127.net/tYhzuDVilzlDOo2bEyH_Qg==/6608226511143817333.jpg,程序设计入门——C语言,spContent={##C##}{##语言##}是古老而长青的编程语言，它具备了现代程序设计的基础要求，它的语法是很多其他编程语言的基础，在系统程序、嵌入式系统等领域依然是无可替代的编程语言，在各类编程语言排行榜上常年占据前两名的位置。本课程是零基础的编程入门课，是后续的操作系统、编译原理、体系结构等课程的基石。,0.8671048597466186
607d392b7260ce62b98a0408,5,https://www.icourse163.org/course/HIT-69005?from=searchPage,http://edu-image.nosdn.127.net/39FBBB83320FB9572CABC96ED24E24F9.jpg?imageView&thumbnail=510y288&quality=100,C语言程序设计精髓,本课程力图用最简明的语言、最典型的实例及最通俗的解释将这种趣味性挖掘出来，带给你全新的学习体验，和你一起欣赏{##C##}{##语言##}之美，领悟{##C##}{##语言##}之妙，体会学习{##C##}{##语言##}之无穷乐趣。,0.8285082845843276
607d392c7260ce62b98a0409,6,https://www.icourse163.org/course/None-1462379165?from=searchPage,http://nos.netease.com/edu-image/6093841f31c14238bf1d76f3d994eae8.png,C语言督学训练营（进群领券券后699）,spContent=,0.8222916306378579
607d392e7260ce62b98a040a,7,https://www.icourse163.org/course/None-1461179181?from=searchPage,http://edu-image.nosdn.127.net/145E38D4B01752E3D98769FC86277662.png?imageView&thumbnail=510y288&quality=100,C语言零基础速成，限时免费，进群答疑！,spContent=,0.8983660223005848
607d3b7217fdab83a738184a,26,https://www.icourse163.org/course/None-1463491164?from=searchPage,http://nos.netease.com/edu-image/4b6346db7f2a45b1974e641aeab6546b.png,C语言督学训练营（进群领券券后699）,spContent=,0.5
607d39497260ce62b98a040b,8,https://www.icourse163.org/course/BIT-20019?from=searchPage,http://edu-image.nosdn.127.net/4A5DADAAACFEEFE79DFF9C19E626C659.jpg?imageView&thumbnail=426y240&quality=100,C语言程序设计(上),【课程概述】{##C##} {##语言##}具备了面向过程程序设计的基本要求，在诸多领域无可替代，也适合于构建程序设计基础。所以它是一门程序设计的公共基础课程，相信也是热爱程序设计的朋友们会青睐的一门课。对于计算机类专业，程序设计是专业基础课，它是后续专业课程的基础；对于非计算机类专业，程序设计将会改变我们的思维，教给我们信息时代如何思考问题，从而能更好地利用计算机科学与技术解决本专业领域的计算相关、信息处理相关的问题。 为了循序渐进，我们将《{##C##}{##语言##}程序设计》这门课程分为上、下两部分完成。以数组为分割点，由《{##C##}{##语言##}程序设计（上）》和《{##C##}{##语言##}程序设计（下）》，前者8周，后者10周。采用分而治之，旨在由浅入深，坚固基础，追求完备。,0.8239068595481932
607d394c7260ce62b98a040c,9,https://www.icourse163.org/course/CAU-368007?from=searchPage,http://edu-image.nosdn.127.net/127885099BB06045D9EA2C6258325D1C-1441852596684?imageView&thumbnail=426y240&quality=100,C++语言程序设计（上）,spContent=《{##C##}++{##语言##}程序设计》包含两个概念：程序设计是求解问题的思想，C++则是表达思想的语言。本课程面向零基础学习者，重点学习程序设计原理和方法。课程选用{##C##}++{##语言##}作为程序设计的入门语言，教学内容分为两部分：上半部分学习“程序设计基础”与“结构化程序设计”，下半部分学习“面向对象程序设计”。,0.9113376805197755
607d39537260ce62b98a040d,10,https://www.icourse163.org/course/JLU-1002058028?from=searchPage,http://edu-image.nosdn.127.net/49BB70C94F0AA99BE0A0EE30E7B1B4E4.jpg?imageView&thumbnail=510y288&quality=100,C语言程序设计,spContent=《{##C##}{##语言##}程序设计》课程以程序设计为主线，以培养初学者的分析问题能力、解决问题能力及程序设计能力为目标。本课程强调实用性，注重理论与实践相结合，通过大量的例题，深入浅出，循序渐进地讲解{##C##}{##语言##}的语法规则与实际应用，并注重培养初学者良好的程序设计风格。,0.8440179375003654
607d39537260ce62b98a040e,11,https://www.icourse163.org/course/None-1455433171?from=searchPage,http://edu-image.nosdn.127.net/49545C9CA78C1B87738110604BE340AC.png?imageView&thumbnail=510y288&quality=100,期末高分必备-12小时精通大学C语言课程,【教学大纲】课程内容第6节 阶段专题1第18节 阶段专题课4第7节 分支结构程序期末测试第17节 文件操作第8节 循环结构程序第14节 阶段专题课3第2节 认识C程序第12节 内存与指针第19节 结课第9节 数组第3节 初识变量与控制台IO第16节 模块化编程第10节 阶段专题2第15节 函数第11节 结构体第4节 数据类型第13节 动态内存分配第5节 常量与格式化输出第1节 开班仪式课程软件下载及安装【软件】mingw64 下载MAC配置{##C##}{##语言##}开发环境方法Windows配置{##C##}{##语言##}开发环境方法helloworld.c【软件】Sublimetext 下载,0.8926695360763127
607d395c7260ce62b98a040f,12,https://www.icourse163.org/course/HUST-1207043812?from=searchPage,http://edu-image.nosdn.127.net/8F66D69AE4312754A349005257BD7A97.png?imageView&thumbnail=510y288&quality=100,C语言程序设计,spContent={##C##}{##语言##}程序设计课程是华中科技大学人工智能与自动化学院{##C##}{##语言##}课程组20余年来脚踏实地精心打造的，是湖北省精品课程。课程以程序设计为主线，通过大作业、课程设计以及多种形式的大赛培养学生的程序设计能力，强调实用性，注重培养学生良好的程序设计规范，在师生中具有很好的口碑。,0.8184334874708384
607d395f7260ce62b98a0410,13,https://www.icourse163.org/course/NWU-1205999808?from=searchPage,http://edu-image.nosdn.127.net/112746B152F9A71AC6E32DF7D99A2819.jpg?imageView&thumbnail=510y288&quality=100,C语言程序设计,spContent=本课程是陕西省精品课程《{##C##}{##语言##}程序设计》的在线课程，课程面向大学一年级所有专业学生开设，课程以快速掌握程序设计思想为主线，采用“核心语法+典型应用+知识扩展+疑难辨析”的内容组织方式，使学习者尽快理解核心语法，掌握典型应用，具备解决实际问题的基本能力，并能将这一过程融入创新活动之中。,0.7393455817731497
607d3a9b0f3f35c408581377,15,https://www.icourse163.org/course/CAU-432001?from=searchPage,http://edu-image.nosdn.127.net/C3791757C7EDCFF1C2B2DE5F0D5FE627.jpg?imageView&thumbnail=426y240&quality=100,C++语言程序设计（下）——从C到C++,spContent=本课程是{##C##}{##语言##}的进阶课程，将帮助C程序员实现：从{##C##}{##语言##}到{##C##}++{##语言##}的进阶；从结构化程序设计到面向对象程序设计的进阶。选修本课程需具备{##C##}{##语言##}基础，或已选修本课程的上半部分《{##C##}++{##语言##}程序设计（上）》（阚道宏）。,0.8384327434034928
607d3a9c0f3f35c408581378,16,https://www.icourse163.org/course/None-1462175175?from=searchPage,http://nos.netease.com/edu-image/eee231c9ebfb4423a71be8badb3790db.png,计算机二级C语言公开课（进群答疑）,你想高分通过全国计算机二级{##C##}{##语言##}吗？你想一次性拿到全国计算机二级{##C##}{##语言##}的证书吗？你想获得全国计算机二级{##C##}{##语言##}的答题技巧吗？那就快来加入我们吧，让我们一起学习过关技巧，闯关二级{##C##}{##语言##}，提升自己的技能，考出自己的水平。,0.9143163914975921
607d3ac20f3f35c408581379,17,https://www.icourse163.org/course/ZJU-9001?from=searchPage,http://edu-image.nosdn.127.net/A065FC17D39ACEB56C1A94FAF6A3F543.png?imageView&thumbnail=426y240&quality=100,C语言程序设计,spContent={##C##}{##语言##}是古老而长青的编程语言，它具备了现代程序设计的基础要求，它的语法是很多其他编程语言的基础，在系统程序、嵌入式系统等领域依然是无可替代的编程语言，在各类编程语言排行榜上常年占据前两名的位置。本课程是后续的操作系统、编译原理、体系结构等课程的基石。,0.8342885818422661
607d3ace0f3f35c40858137a,18,https://www.icourse163.org/course/XAUT-1002608025?from=searchPage,http://edu-image.nosdn.127.net/2C9510F0F8D36DDB3E976E247CAE2B14.jpg?imageView&thumbnail=510y288&quality=100,C语言程序设计,spContent=知道“鸿蒙”操作系统是{##C##}{##语言##}编写的吗？知道{##C##}{##语言##}是当今世界上最流行的程序设计{##语言##}吗？知道{##C##}{##语言##}是当前最炙手可热的人工智能与大数据技术创新研发的主要工具吗？ 期望找个优秀的教学团队和独具特色的教学内容陪伴你的{##C##}{##语言##}学习生活吗？那就跟我们一起开启{##C##}{##语言##}程序设计之旅吧！,0.8322650397949076
